provider,bench_name,extracted_name,unit,bench_key,instance,avg,std,min,max
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,m5.large - eu-central-1a,13.31967529798602,1.5062648290776612,1.486666666666667,15.353333333333333
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,m5.large - eu-central-1b,13.380863131935882,1.6482721868542565,0.5866666666666666,15.613333333333332
aws,nench-benchmark,net speed - OVH BHS (CA),MiB/s,7769562852006264452,m5.xlarge - eu-central-1b,13.348949856144685,1.5863562123069144,1.4000000000000001,15.416666666666666
aws,dd,speed,MB/s,8005431489237733634,a1.large - eu-central-1a,48.30026510480888,6.73710095985009,19.939999999999998,58.620000000000005
aws,dd,speed,MB/s,8005431489237733634,a1.large - eu-central-1b,48.854641975308695,6.86538055164305,16.279999999999998,62.48
aws,dd,speed,MB/s,8005431489237733634,a1.xlarge - eu-central-1b,50.75824907521578,6.070069081886348,23.06,59.379999999999995
aws,dd,speed,MB/s,8005431489237733634,m5.large - eu-central-1a,80.99785450061657,11.188838831777645,28.48,101.66
aws,dd,speed,MB/s,8005431489237733634,m5.large - eu-central-1b,79.81215782983972,11.286672908258744,28.28,96.89999999999999
aws,dd,speed,MB/s,8005431489237733634,m5.xlarge - eu-central-1b,83.36930538429904,10.255421472166955,51.82000000000001,103.05999999999999
aws,simple-cpu,mean duration,s,8213270043128506827,a1.large - eu-central-1a,0.3496439625243809,0.09823824262360557,0.2588950634002686,0.7746523380279541
aws,simple-cpu,mean duration,s,8213270043128506827,a1.large - eu-central-1b,0.34000805306228843,0.0940857209069277,0.2597354412078857,0.6438236713409424
aws,simple-cpu,mean duration,s,8213270043128506827,a1.xlarge - eu-central-1b,0.31838226829886307,0.0849081971192235,0.25814113616943357,0.9234545707702637
aws,simple-cpu,mean duration,s,8213270043128506827,m5.large - eu-central-1a,0.17007959860124744,0.09008832727190796,0.09569010734558106,0.5274240493774414
aws,simple-cpu,mean duration,s,8213270043128506827,m5.large - eu-central-1b,0.17383012383551547,0.0930367475901325,0.09633073806762696,0.5668768405914306
aws,simple-cpu,mean duration,s,8213270043128506827,m5.xlarge - eu-central-1b,0.12330262255286459,0.03171962639374344,0.09298968315124512,0.27878479957580565
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,a1.large - eu-central-1a,0.05133579942457868,0.0026365572704009064,0.05000000000000001,0.07
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,a1.large - eu-central-1b,0.051302918207973704,0.0020723950823930103,0.05,0.06666666666666667
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,a1.xlarge - eu-central-1b,0.05099054665022604,0.0017426446530132552,0.05000000000000001,0.06
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,m5.large - eu-central-1a,0.13143033292231818,0.0029272693655365122,0.12,0.17333333333333334
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,m5.large - eu-central-1b,0.13153308672420916,0.002398695334574098,0.13,0.15333333333333332
aws,sys-benchmark,cpu: avg latency,ms,8777676895911615428,m5.xlarge - eu-central-1b,0.13234689683518325,0.003087602032620227,0.12,0.14
